"","Portfolio Manager Property ID","Property GFA - Self-Reported (m²)","Electricity Use - Grid Purchase (kWh)","Primary Property Type - Self Selected","ID","Area","kWh","Property_Type","log_Area"
"402",28034345,199,"Not Available","Other - Public Services",28034345,199,NA,"Other - Public Services",5.29330482472449
"403",28034354,1118,"130055","Library",28034354,1118,130055,"Library",7.01929665371504
"404",28034362,2401.3,"293462.5","Library",28034362,2401.3,293462.5,"Library",7.78376553635427
"405",28034363,1698,"174900.6","Social/Meeting Hall",28034363,1698,174900.6,"Social/Meeting Hall",7.43720636687129
"406",28034366,1180.1,"Not Available","Library",28034366,1180.1,NA,"Library",7.0733544596317
"407",28034369,1347.1,"213649.6","Library",28034369,1347.1,213649.6,"Library",7.20570941270452
"408",28034371,851,"6841455.4000000004","Drinking Water Treatment & Distribution",28034371,851,6841455.4,"Drinking Water Treatment & Distribution",6.74641212857337
"409",28034374,30.7,"Not Available","Other - Public Services",28034374,30.7,NA,"Other - Public Services",3.42426265459315
"410",28034378,30.9,"33382.199999999997","Other - Public Services",28034378,30.9,33382.2,"Other - Public Services",3.4307561839037
"411",28034380,283,"124372.8","Social/Meeting Hall",28034380,283,124372.8,"Social/Meeting Hall",5.64544689764324
"412",28034384,874,"Not Available","Social/Meeting Hall",28034384,874,NA,"Social/Meeting Hall",6.77308037565554
"413",28034402,682,"36269.1","Social/Meeting Hall",28034402,682,36269.1,"Social/Meeting Hall",6.52502965784346
"414",28034405,30.8,"Not Available","Other - Public Services",28034405,30.8,NA,"Other - Public Services",3.42751468997953
"415",28034408,650,"7566.7","Other - Public Services",28034408,650,7566.7,"Other - Public Services",6.47697236288968
"416",28034414,1253,"110802.6","Office",28034414,1253,110802.6,"Office",7.13329595489607
"417",28034418,1665,"98990.5","Other - Entertainment/Public Assembly",28034418,1665,98990.5,"Other - Entertainment/Public Assembly",7.41758040241454
"418",28034420,367.2,"Not Available","Library",28034420,367.2,NA,"Library",5.90590665874634
"419",28034422,63,"149278.1","Other - Public Services",28034422,63,149278.1,"Other - Public Services",4.14313472639153
"420",28034425,2164,"Not Available","Heated Swimming Pool",28034425,2164,NA,"Heated Swimming Pool",7.67971363996637
"421",28034429,426.1,"55259.6","Library",28034429,426.1,55259.6,"Library",6.05467406050587
"422",28034438,449,"81292.7","Library",28034438,449,81292.7,"Library",6.10702288774225
"423",28034441,301,"3497708","Drinking Water Treatment & Distribution",28034441,301,3497708,"Drinking Water Treatment & Distribution",5.70711026474888
"424",28034443,959,"Not Available","Social/Meeting Hall",28034443,959,NA,"Social/Meeting Hall",6.86589107488344
"425",28034446,30.3,"Not Available","Other - Public Services",28034446,30.3,NA,"Other - Public Services",3.41114771251532
"426",28034452,511.8,"77868.800000000003","Library",28034452,511.8,77868.8,"Library",6.23793392372569
"427",28034464,30.4,"23143.5","Other - Public Services",28034464,30.4,23143.5,"Other - Public Services",3.41444260841218
"428",28034467,30.5,"230589.8","Other - Public Services",28034467,30.5,230589.8,"Other - Public Services",3.41772668361337
"429",28034470,30.6,"Not Available","Other - Public Services",28034470,30.6,NA,"Other - Public Services",3.42100000895834
"430",28034472,209,"56327.6","Social/Meeting Hall",28034472,209,56327.6,"Social/Meeting Hall",5.34233425196481
"431",28034475,49,"178065.5","Wastewater Treatment Plant",28034475,49,178065.5,"Wastewater Treatment Plant",3.89182029811063
"432",28034476,30.8,"7789","Other - Public Services",28034476,30.8,7789,"Other - Public Services",3.42751468997953
"433",28034479,31.1,"Not Available","Other - Public Services",28034479,31.1,NA,"Other - Public Services",3.43720781918519
"434",28034480,482,"41662.300000000003","Social/Meeting Hall",28034480,482,41662.3,"Social/Meeting Hall",6.1779441140506
"435",28034481,31.9,"91250.6","Other - Public Services",28034481,31.9,91250.6,"Other - Public Services",3.4626060097908
"436",28034482,31.5,"Not Available","Other - Public Services",28034482,31.5,NA,"Other - Public Services",3.44998754583159
"437",28034483,464.5,"Not Available","Library",28034483,464.5,NA,"Library",6.14096155825389
"438",28034484,1088,"134300.70000000001","Other - Entertainment/Public Assembly",28034484,1088,134300.7,"Other - Entertainment/Public Assembly",6.99209642741589
"439",28034486,1290,"391757.5","Heated Swimming Pool",28034486,1290,391757.5,"Heated Swimming Pool",7.16239749735572
"440",28034487,1266,"134242","Other - Public Services",28034487,1266,134242,"Other - Public Services",7.14361760270412
"441",28034488,31.8,"2254.6","Other - Public Services",28034488,31.8,2254.6,"Other - Public Services",3.45946628978613
"442",28034489,2090,"366201.3","Office",28034489,2090,366201.3,"Office",7.64491934495886
"443",28034491,847,"102998.6","Pre-school/Daycare",28034491,847,102998.6,"Pre-school/Daycare",6.74170069465205
"444",28034492,32.1,"Not Available","Other - Public Services",28034492,32.1,NA,"Other - Public Services",3.46885603013597
"445",28034493,32.3,"Not Available","Other - Public Services",28034493,32.3,NA,"Other - Public Services",3.47506723022861
"446",28034494,1025.1,"167108.20000000001","Library",28034494,1025.1,167108.2,"Library",6.93254544778936
"447",28034495,144,"526223.6","Drinking Water Treatment & Distribution",28034495,144,526223.6,"Drinking Water Treatment & Distribution",4.969813299576
"448",28034497,32.5,"Not Available","Other - Public Services",28034497,32.5,NA,"Other - Public Services",3.48124008933569
"449",28034500,1645,"Not Available","Other - Entertainment/Public Assembly",28034500,1645,NA,"Other - Entertainment/Public Assembly",7.40549566319947
"450",28034502,104.5,"34009.300000000003","Other - Public Services",28034502,104.5,34009.3,"Other - Public Services",4.64918707140487
"451",28034504,32,"Not Available","Other - Public Services",28034504,32,NA,"Other - Public Services",3.46573590279973
"452",28034506,31.6,"17819.3","Other - Public Services",28034506,31.6,17819.3,"Other - Public Services",3.45315712059287
"453",28034507,1948,"95950.3","Office",28034507,1948,95950.3,"Office",7.57455848420248
"454",28034513,1574.9,"Not Available","Office",28034513,1574.9,NA,"Office",7.36194705718053
"455",28034516,2453,"316609.8","Other - Public Services",28034516,2453,316609.8,"Other - Public Services",7.80506704425849
"456",28034517,32.1,"Not Available","Other - Public Services",28034517,32.1,NA,"Other - Public Services",3.46885603013597
"457",28034518,31.7,"Not Available","Other - Public Services",28034518,31.7,NA,"Other - Public Services",3.45631668088323
"458",28034523,465,"63750.1","Other - Public Services",28034523,465,63750.1,"Other - Public Services",6.14203740558736
"459",28034524,332,"26893","Other - Public Services",28034524,332,26893,"Other - Public Services",5.80513496891649
"460",28034525,180,"Not Available","Other - Public Services",28034525,180,NA,"Other - Public Services",5.19295685089021
"461",28034526,256,"Not Available","Other - Public Services",28034526,256,NA,"Other - Public Services",5.54517744447956
"462",28034527,395,"Not Available","Other - Public Services",28034527,395,NA,"Other - Public Services",5.97888576490112
"463",28034528,458,"Not Available","Other - Public Services",28034528,458,NA,"Other - Public Services",6.12686918411419
"464",28034529,723,"276762.7","Other - Public Services",28034529,723,276762.7,"Other - Public Services",6.58340922215876
"465",28034530,240,"Not Available","Other - Public Services",28034530,240,NA,"Other - Public Services",5.48063892334199
"466",28034531,247,"22235.7","Other - Public Services",28034531,247,22235.7,"Other - Public Services",5.50938833662798
"467",28034532,177,"Not Available","Other - Public Services",28034532,177,NA,"Other - Public Services",5.17614973257383
"468",28034533,1521.8,"Not Available","Other - Public Services",28034533,1521.8,NA,"Other - Public Services",7.32764912374242
"469",28034534,263,"Not Available","Other - Public Services",28034534,263,NA,"Other - Public Services",5.57215403217776
"470",28034535,299,"Not Available","Other - Public Services",28034535,299,NA,"Other - Public Services",5.70044357339069
"471",28034536,291,"Not Available","Other - Public Services",28034536,291,NA,"Other - Public Services",5.67332326717149
"472",28034537,1295,"Not Available","Other - Public Services",28034537,1295,NA,"Other - Public Services",7.16626597413364
"473",28034538,410,"Not Available","Other - Public Services",28034538,410,NA,"Other - Public Services",6.01615715969835
"474",28034539,474,"56339.5","Other - Public Services",28034539,474,56339.5,"Other - Public Services",6.16120732169508
"475",28034540,179,"37809.599999999999","Other - Public Services",28034540,179,37809.6,"Other - Public Services",5.18738580584075
"476",28034541,1189,"116153.4","Other - Public Services",28034541,1189,116153.4,"Other - Public Services",7.08086789669078
"477",28034542,461.7,"Not Available","Other - Public Services",28034542,461.7,NA,"Other - Public Services",6.13491532951294
"478",28034543,650,"Not Available","Other - Public Services",28034543,650,NA,"Other - Public Services",6.47697236288968
"479",28034544,870,"93253.2","Office",28034544,870,93253.2,"Office",6.76849321164863
"480",28034545,260,"Not Available","Other - Public Services",28034545,260,NA,"Other - Public Services",5.56068163101553
"481",28034546,1068,"Not Available","Other - Public Services",28034546,1068,NA,"Other - Public Services",6.97354301952014
"482",28034547,146,"13445.7","Other - Public Services",28034547,146,13445.7,"Other - Public Services",4.98360662170834
"483",28034548,166,"Not Available","Other - Public Services",28034548,166,NA,"Other - Public Services",5.11198778835654
"484",28034549,537.9,"Not Available","Other - Public Services",28034549,537.9,NA,"Other - Public Services",6.2876726692792
"485",28034550,154,"Not Available","Other - Public Services",28034550,154,NA,"Other - Public Services",5.03695260241363
"486",28034551,588,"72650.100000000006","Social/Meeting Hall",28034551,588,72650.1,"Social/Meeting Hall",6.37672694789863
"487",28034555,31.4,"Not Available","Other - Public Services",28034555,31.4,NA,"Other - Public Services",3.44680789291421
"488",28034556,31.3,"182895.9","Other - Public Services",28034556,31.3,182895.9,"Other - Public Services",3.44361809754611
"489",28034558,32.4,"Not Available","Other - Public Services",28034558,32.4,NA,"Other - Public Services",3.47815842279828
"490",28034566,32.7,"6168.8","Other - Public Services",28034566,32.7,6168.8,"Other - Public Services",3.48737507790321
"491",28034569,32.6,"Not Available","Other - Public Services",28034569,32.6,NA,"Other - Public Services",3.48431228837266
"492",28034574,32.8,"165864.79999999999","Other - Public Services",28034574,32.8,165864.8,"Other - Public Services",3.4904285153901
"493",28034585,500.1,"Not Available","Library",28034585,500.1,NA,"Library",6.21480807842486
"494",28034586,33.1,"65445.2","Other - Public Services",28034586,33.1,65445.2,"Other - Public Services",3.49953328238302
"495",28034588,32.9,"Not Available","Other - Public Services",28034588,32.9,NA,"Other - Public Services",3.49347265777133
"496",28034590,162,"1947098.7","Drinking Water Treatment & Distribution",28034590,162,1947098.7,"Drinking Water Treatment & Distribution",5.08759633523238
"497",28034594,34.7,"Not Available","Other - Public Services",28034594,34.7,NA,"Other - Public Services",3.54673968695281
"498",28034595,42.9,"61171.3","Wastewater Treatment Plant",28034595,42.9,61171.3,"Wastewater Treatment Plant",3.75887182593397
"499",28034596,2415,"473038.1","Social/Meeting Hall",28034596,2415,473038.1,"Social/Meeting Hall",7.78945456608667
"500",28034605,35.2,"Not Available","Other - Public Services",28034605,35.2,NA,"Other - Public Services",3.56104608260405
"501",28034606,33.7,"175574.39999999999","Other - Public Services",28034606,33.7,175574.4,"Other - Public Services",3.51749783735832
"502",28034608,34.6,"Not Available","Other - Public Services",28034608,34.6,NA,"Other - Public Services",3.54385368206368
"503",28034612,201,"Not Available","Other - Public Services",28034612,201,NA,"Other - Public Services",5.30330490805908
"504",28034615,464,"Not Available","Social/Meeting Hall",28034615,464,NA,"Social/Meeting Hall",6.13988455222626
"505",28034616,612,"232242.4","Other - Public Services",28034616,612,232242.4,"Other - Public Services",6.41673228251233
"506",28034617,33.6,"44699.7","Other - Public Services",28034617,33.6,44699.7,"Other - Public Services",3.51452606696916
"507",28034620,34.2,"Not Available","Other - Public Services",28034620,34.2,NA,"Other - Public Services",3.53222564406856
"508",28034622,34.7,"Not Available","Other - Public Services",28034622,34.7,NA,"Other - Public Services",3.54673968695281
"509",28034623,33.8,"361683.1","Other - Public Services",28034623,33.8,361683.1,"Other - Public Services",3.52046080248897
"510",28034625,2267,"190001.2","Social/Meeting Hall",28034625,2267,190001.2,"Social/Meeting Hall",7.72621265050753
"511",28034626,300,"255409.7","Wastewater Treatment Plant",28034626,300,255409.7,"Wastewater Treatment Plant",5.7037824746562
"512",28034627,2341,"220656.3","Social/Meeting Hall",28034627,2341,220656.3,"Social/Meeting Hall",7.75833346749091
"513",28034628,719,"6227833","Drinking Water Treatment & Distribution",28034628,719,6227833,"Drinking Water Treatment & Distribution",6.57786135772105
"514",28034631,34.1,"Not Available","Other - Public Services",28034631,34.1,NA,"Other - Public Services",3.52929738428947
"515",28034632,34.9,"Not Available","Other - Public Services",28034632,34.9,NA,"Other - Public Services",3.55248682920838
"516",28034634,1109.6,"163511.79999999999","Library",28034634,1109.6,163511.8,"Library",7.01175486900062
"517",28034635,35.1,"58784.4","Other - Public Services",28034635,35.1,58784.4,"Other - Public Services",3.55820113047182
"518",28034636,34,"213856.7","Other - Public Services",28034636,34,213856.7,"Other - Public Services",3.52636052461616
"519",28034637,33.9,"Not Available","Other - Public Services",28034637,33.9,NA,"Other - Public Services",3.5234150143864
"520",28034640,2310,"41517.300000000003","Other - Public Services",28034640,2310,41517.3,"Other - Public Services",7.74500280351584
"521",28034641,34.8,"Not Available","Other - Public Services",28034641,34.8,NA,"Other - Public Services",3.54961738678043
"522",28034642,33.5,"Not Available","Other - Public Services",28034642,33.5,NA,"Other - Public Services",3.51154543883102
"523",28034643,162,"Not Available","Other - Entertainment/Public Assembly",28034643,162,NA,"Other - Entertainment/Public Assembly",5.08759633523238
"524",28034644,213,"Not Available","Social/Meeting Hall",28034644,213,NA,"Social/Meeting Hall",5.36129216570943
"525",28034646,34.3,"4943.8","Other - Public Services",28034646,34.3,4943.8,"Other - Public Services",3.53514535417189
"526",28034647,450,"Not Available","Pre-school/Daycare",28034647,450,NA,"Pre-school/Daycare",6.10924758276437
"527",28034650,34.4,"Not Available","Other - Public Services",28034650,34.4,NA,"Other - Public Services",3.53805656437935
"528",28034653,1129,"287129.3","Other - Public Services",28034653,1129,287129.3,"Other - Public Services",7.02908756414966
"529",28034655,35.3,"47930.7","Other - Public Services",28034655,35.3,47930.7,"Other - Public Services",3.56388296393925
"530",28034656,34.5,"Not Available","Other - Public Services",28034656,34.5,NA,"Other - Public Services",3.54095932403731
"531",28034657,35,"379363.5","Other - Public Services",28034657,35,379363.5,"Other - Public Services",3.55534806148941
"532",28034658,33.4,"14463.1","Other - Public Services",28034658,33.4,14463.1,"Other - Public Services",3.50855589998265
"533",28034659,33.3,"Not Available","Other - Public Services",28034659,33.3,NA,"Other - Public Services",3.5055573969864
"534",28034662,33.2,"30225.1","Other - Public Services",28034662,33.2,30225.1,"Other - Public Services",3.50254987592244
"535",28034663,446,"Not Available","Pre-school/Daycare",28034663,446,NA,"Pre-school/Daycare",6.10031895202006
"536",28034666,909.7,"86831.1","Library",28034666,909.7,86831.1,"Library",6.81311487482802
"537",28034667,618.5,"64103.7","Library",28034667,618.5,64103.7,"Library",6.42729719183254
"538",28034670,592.8,"Not Available","Library",28034670,592.8,NA,"Library",6.38485707398188
"539",28034672,1881,"Not Available","Other - Public Services",28034672,1881,NA,"Other - Public Services",7.53955882930103
"540",28034675,2190,"294983.59999999998","Ice/Curling Rink",28034675,2190,294983.6,"Ice/Curling Rink",7.69165682281055
"541",28034677,35.4,"Not Available","Other - Public Services",28034677,35.4,NA,"Other - Public Services",3.56671182013973
"542",28034682,841.1,"Not Available","Library",28034682,841.1,NA,"Library",6.73471055896839
"543",28034683,1579.4,"Not Available","Other - Lodging/Residential",28034683,1579.4,NA,"Other - Lodging/Residential",7.36480030706348
"544",28034684,186,"Not Available","Other - Entertainment/Public Assembly",28034684,186,NA,"Other - Entertainment/Public Assembly",5.2257466737132
"545",28034685,147,"15223.3","Other - Entertainment/Public Assembly",28034685,147,15223.3,"Other - Entertainment/Public Assembly",4.99043258677874
"546",28034686,35.5,"Not Available","Other - Public Services",28034686,35.5,NA,"Other - Public Services",3.56953269648137
"547",28034689,683,"Not Available","Parking",28034689,683,NA,"Parking",6.52649485957079
"548",28034696,301.7,"Not Available","Other - Public Services",28034696,301.7,NA,"Other - Public Services",5.70943314616501
"549",28034699,69.7,"Not Available","Other - Public Services",28034699,69.7,NA,"Other - Public Services",4.24420031776648
"550",28034701,464.5,"Not Available","Other - Public Services",28034701,464.5,NA,"Other - Public Services",6.14096155825389
"551",28034703,770,"Not Available","Parking",28034703,770,NA,"Parking",6.64639051484773
"552",28034706,32.5,"Not Available","Parking",28034706,32.5,NA,"Parking",3.48124008933569
"553",28034709,334,"Not Available","Pre-school/Daycare",28034709,334,NA,"Pre-school/Daycare",5.8111409929767
"554",28034711,2385.8,"Not Available","Office",28034711,2385.8,NA,"Office",7.77728977684785
"555",28034718,1858,"Not Available","Office",28034718,1858,NA,"Office",7.52725591937378
"556",28034721,30.2,"Not Available","Other - Public Services",28034721,30.2,NA,"Other - Public Services",3.40784192438082
